3846.824462890625,5085.20068359375,-937.2532958984375,-8192.673828125,-22128.60546875,-8310.19921875,3103.53955078125,3277.123291015625
4200.3173828125,4897.982421875,-1937.13623046875,-8602.91796875,-22608.654296875,-8836.404296875,2124.01904296875,3489.57666015625
4081.607177734375,5676.87353515625,-2125.740234375,-9194.45703125,-23623.9375,-8858.1748046875,2642.69140625,3469.77294921875
3671.296142578125,6411.28466796875,-1199.662841796875,-9133.0791015625,-23760.484375,-8294.1953125,4014.3955078125,3262.3935546875
3473.930419921875,6023.70556640625,-476.22625732421875,-8508.1689453125,-22850.724609375,-7947.54248046875,4287.6904296875,3101.662109375
3792.7109375,5025.83447265625,-953.1007080078125,-8176.357421875,-22137.7265625,-8306.3544921875,3098.018798828125,3237.06884765625
4162.296875,4833.3857421875,-1968.674560546875,-8593.3740234375,-22611.248046875,-8860.7001953125,2092.65966796875,3458.17236328125
4088.022216796875,5651.10205078125,-2162.62060546875,-9203.0625,-23646.55859375,-8879.2529296875,2611.3095703125,3485.419189453125
3641.456787109375,6388.91064453125,-1232.922119140625,-9140.5,-23790.63671875,-8317.552734375,3986.72412109375,3255.844482421875
3478.736083984375,5999.1630859375,-502.93658447265625,-8513.6455078125,-22877.8359375,-7970.9892578125,4277.54248046875,3115.006103515625
3868.34912109375,5053.93017578125,-959.6050415039062,-8188.4716796875,-22179.142578125,-8296.162109375,3130.54052734375,3314.04833984375
4215.78466796875,4871.09326171875,-1961.8125,-8594.423828125,-22651.189453125,-8825.0947265625,2144.493408203125,3533.274169921875
4100.06982421875,5654.63330078125,-2163.782958984375,-9188.712890625,-23675.279296875,-8847.6025390625,2654.0908203125,3516.510498046875
3628.06787109375,6346.0625,-1248.568359375,-9115.9794921875,-23805.58984375,-8312.345703125,3998.12353515625,3250.636474609375
3465.839111328125,5966.7978515625,-526.9647216796875,-8491.583984375,-22889.28125,-7972.46484375,4269.74169921875,3107.518310546875
3859.453125,5019.55322265625,-986.0695190429688,-8162.4765625,-22176.505859375,-8294.486328125,3110.15576171875,3297.7314453125
4206.59814453125,4824.4228515625,-1983.359619140625,-8566.1044921875,-22638.76171875,-8827.91015625,2120.800537109375,3507.905029296875
4111.1787109375,5603.1796875,-2181.3291015625,-9160.28125,-23652.4140625,-8861.21484375,2626.419189453125,3501.512451171875
3685.9814453125,6356.2099609375,-1262.113525390625,-9108.0224609375,-23805.478515625,-8307.4501953125,4002.169189453125,3285.974609375
3511.92822265625,5992.30126953125,-542.0968627929688,-8490.890625,-22898.712890625,-7960.32763671875,4292.4287109375,3142.476318359375
3867.16455078125,5024.98486328125,-991.053955078125,-8156.01708984375,-22181.556640625,-8281.2763671875,3137.491943359375,3311.991943359375
4254.38623046875,4829.4072265625,-1973.569580078125,-8557.7451171875,-22641.82421875,-8804.91015625,2153.255126953125,3564.186767578125
4151.41162109375,5624.8388671875,-2167.80615234375,-9160.392578125,-23670.720703125,-8832.1123046875,2645.150146484375,3551.93798828125
3687.63525390625,6340.76513671875,-1251.719970703125,-9105.787109375,-23819.134765625,-8296.20703125,3979.459716796875,3292.791748046875
3554.10595703125,5993.70947265625,-530.2727661132812,-8495.361328125,-22919.56640625,-7944.8828125,4272.13330078125,3185.235107421875
3921.36767578125,5048.58837890625,-962.62255859375,-8160.5322265625,-22207.26171875,-8261.8076171875,3133.111083984375,3370.19580078125
4278.2353515625,4837.72216796875,-1946.188720703125,-8559.3994140625,-22662.65625,-8795.03125,2142.9287109375,3596.68603515625
4153.19970703125,5613.8193359375,-2143.487548828125,-9149.3291015625,-23675.056640625,-8827.642578125,2641.08203125,3572.166259765625
3697.380615234375,6346.8447265625,-1230.7987060546875,-9094.208984375,-23826.84765625,-8299.3369140625,3980.085693359375,3319.3232421875
3551.53564453125,6010.27197265625,-487.3127136230469,-8478.7763671875,-22929.55859375,-7943.11669921875,4278.8388671875,3206.51416015625
3884.688232421875,5072.61669921875,-909.1124877929688,-8133.330078125,-22205.16015625,-8251.6376953125,3141.224609375,3362.23876953125
4243.94775390625,4843.6005859375,-1899.4288330078125,-8523.501953125,-22640.728515625,-8797.84765625,2133.3173828125,3578.8046875
4214.22021484375,5655.7509765625,-2104.103759765625,-9139.001953125,-23679.548828125,-8822.322265625,2638.019775390625,3626.257568359375
3787.7265625,6406.72509765625,-1185.71533203125,-9108.044921875,-23869.8515625,-8268.2900390625,3984.33251953125,3404.6845703125
3589.3994140625,6034.0322265625,-447.7948303222656,-8493.5283203125,-22980.275390625,-7922.50830078125,4260.37646484375,3247.88720703125
3908.783447265625,5038.7314453125,-879.0717163085938,-8143.83544921875,-22242.265625,-8259.0361328125,3114.53662109375,3377.974365234375
4251.48046875,4793.8232421875,-1870.304443359375,-8530.140625,-22673.541015625,-8804.10546875,2123.683837890625,3586.9853515625
4182.5478515625,5560.197265625,-2083.629638671875,-9130.28515625,-23696.9609375,-8842.193359375,2616.0927734375,3609.806640625
3736.83154296875,6278.314453125,-1176.6851806640625,-9084.28515625,-23865.44921875,-8303.896484375,3972.8212890625,3366.21728515625
3566.01953125,5925.35791015625,-441.04461669921875,-8472.40625,-22974.708984375,-7950.09033203125,4284.18115234375,3227.837646484375
