-6.220310181379318237e+00;-9.635415092110633850e+00;3.092594292759895325e+01;1.987235628440976143e+01;-8.696653112769126892e+00;-2.727606965973973274e+01;7.959335464984178543e+00;-1.468320708721876144e+00
-1.321440368890762329e+00;-1.192786938324570656e+01;2.055091225355863571e+01;1.454131561517715454e+01;-7.470542371273040771e+00;-1.910204350575804710e+01;2.187749605625867844e+00;3.204014729708433151e+00
2.014750540256500244e+00;-1.418645635247230530e+01;1.057672951370477676e+01;6.307462915778160095e+00;-2.221979670226573944e+00;-8.660895749926567078e-01;2.352910548448562622e+00;8.915977727621793747e+00
7.916043039411306381e+00;-2.290799733996391296e+01;2.408826440572738647e+00;-2.114235870540142059e+00;-6.127925872802734375e+00;-5.892919223755598068e+00;-1.066255840286612511e+01;1.557102343812584877e+01
9.642860420048236847e+00;-2.441839667782187462e+01;1.013710898905992508e+01;3.543140664696693420e+00;-1.912916898727416992e+00;-5.184685237705707550e+00;-3.665885478258132935e+00;1.824241413176059723e+01
1.242823338508605957e+01;-2.826216385141015053e+01;1.683764736354351044e+01;1.150527418777346611e+01;-4.920410349965095520e+00;-2.096030655503273010e+01;-5.588209252804517746e+00;1.860166209191083908e+01
1.053899216279387474e+01;-1.736289300024509430e+01;2.753963371366262436e+01;2.089247165620326996e+01;-3.250934667885303497e+00;-2.101527909934520721e+01;-5.924756228923797607e-01;1.297925502061843872e+01
1.878179777413606644e+00;-2.455394230782985687e-01;3.832896014302968979e+01;2.894810180366039276e+01;6.155112430453300476e+00;-6.209686726331710815e+00;1.538679838925600052e+01;4.688672002404928207e+00
-1.133509259670972824e+00;3.879593312740325928e-02;3.546583859622478485e+01;2.684849433228373528e+01;9.866609498858451843e-01;-1.650103494524955750e+01;4.846498604863882065e+00;2.016772937029600143e+00
-2.044995278120040894e+00;-3.411082502454519272e+00;3.273703677207231522e+01;2.459412207826972008e+01;-2.290909096598625183e+00;-1.617915455996990204e+01;-3.057636134326457977e-01;2.506938904523849487e+00
-8.856014534831047058e-01;-1.296061366423964500e+01;2.574839116632938385e+01;1.800951543450355530e+01;-1.242324315756559372e+01;-2.011572850868105888e+01;-9.378413181751966476e+00;4.494114574044942856e+00
-4.240383420139551163e+00;-9.362268712371587753e+00;2.708545667678117752e+01;1.569662360474467278e+01;-1.555953969806432724e+01;-7.769552744925022125e+00;-4.459972701966762543e+00;7.312354110181331635e-01
-1.195914632454514503e+01;1.988067492842674255e+00;2.981606724113225937e+01;1.562446982786059380e+01;-8.214944705367088318e+00;1.860438074544072151e+01;1.612033879384398460e+01;-6.656649380922317505e+00
-1.143757704272866249e+01;1.598043229430913925e+00;1.457597155123949051e+01;2.988754048943519592e+00;-1.057861320674419403e+01;2.594691647589206696e+01;1.376147746667265892e+01;-6.618627145886421204e+00
-7.817237511277198792e+00;2.636550486087799072e+00;9.968470558524131775e-01;-8.901864446699619293e+00;-5.833171069622039795e+00;3.911766865476965904e+01;1.116316609084606171e+01;-2.443867038935422897e+00
-2.599952261894941330e+00;-2.947240874171257019e+00;-7.649476565420627594e+00;-1.715561747550964355e+01;-8.343904331326484680e+00;3.241364360600709915e+01;1.528078507632017136e+00;9.572886303067207336e-01
-2.691044289618730545e+00;-2.481344807893037796e+00;-2.657661199569702148e+00;-1.645159055292606354e+01;-1.048803359270095825e+01;3.228222640976309776e+01;9.885382268577814102e+00;-1.619487918913364410e+00
-7.532059494405984879e+00;5.055499188601970673e-01;7.744533546268939972e+00;-9.483340531587600708e+00;-6.980091430246829987e+00;3.899138803780078888e+01;2.870644202083349228e+01;-6.117734666913747787e+00
-5.229015197604894638e+00;-6.632844343781471252e+00;8.436037637293338776e+00;-6.346946068108081818e+00;-1.327806662768125534e+01;1.854625324159860611e+01;1.770703203603625298e+01;-5.000979997217655182e+00
-7.883753962814807892e-01;-8.351213976740837097e+00;1.200124539434909821e+01;-5.658154636621475220e-01;-1.152216117829084396e+01;5.578165210783481598e+00;1.102385366708040237e+01;-2.473392724990844727e+00
6.535943176597356796e+00;-1.658196655288338661e+01;8.750703446567058563e+00;-7.034873738884925842e-01;-1.819549952447414398e+01;-2.280298721790313721e+01;-8.853107471019029617e+00;7.991397902369499207e-01
1.124701873958110809e+01;-1.982928287237882614e+01;1.085859669744968414e+01;2.156307831406593323e+00;-2.502448051422834396e+01;-4.631683783605694771e+01;-2.690488982945680618e+01;1.588824190199375153e+00
1.225169292464852333e+01;-1.632953854277729988e+01;1.767016654461622238e+01;8.677532259374856949e+00;-2.248593644052743912e+01;-5.060929213464260101e+01;-2.834627195075154305e+01;1.698169801384210587e+00
1.666364703699946404e+01;-1.513852967321872711e+01;1.071502503752708435e+01;2.165648989379405975e+00;-2.519555495679378510e+01;-4.802153917774558067e+01;-3.434502026438713074e+01;5.210600093007087708e+00
1.597350968420505524e+01;-2.057853411883115768e+00;5.163760446012020111e+00;-5.422858454287052155e+00;-1.601190198212862015e+01;-1.223188850283622742e+01;-1.769240425154566765e+01;6.758581791073083878e+00
1.397772464528679848e+01;6.618307717144489288e+00;-2.191094323992729187e+00;-1.176508300378918648e+01;-1.050031390786170959e+01;7.331153724342584610e+00;-9.317239258438348770e+00;7.059806726872920990e+00
1.305646936222910881e+01;1.294127982854843140e+01;-2.956109039485454559e+00;-1.126007754355669022e+01;-4.819717250764369965e+00;1.475912700220942497e+01;-3.334173437207937241e+00;7.316924173384904861e+00
1.417037853226065636e+01;1.249904233962297440e+01;2.821225605905056000e+00;-4.394389729946851730e+00;2.325893089175224304e+00;1.518819933757185936e+01;6.753158170729875565e+00;1.128749845549464226e+01
1.865732927247881889e+01;3.973687428981065750e+00;6.595662102103233337e+00;2.337548695504665375e-01;-3.824357792735099792e+00;-8.657777808606624603e+00;-6.923955913633108139e+00;1.548820304870605469e+01
1.433249324187636375e+01;1.412366209924221039e+01;2.177790910005569458e+01;1.057777508720755577e+01;2.729356415569782257e+00;-8.286319117993116379e+00;-5.980228491127490997e+00;9.259817514568567276e+00
7.063961461186408997e+00;2.733158978819847107e+01;3.253307779878377914e+01;1.692452182248234749e+01;9.650868155062198639e+00;-5.806737795472145081e+00;-3.975290287286043167e+00;2.061683908104896545e-01
2.227995451539754868e+00;3.549285423755645752e+01;4.004213255643844604e+01;2.242158271744847298e+01;1.398428536951541901e+01;-5.916507557034492493e+00;-4.569546077400445938e+00;-3.922992695122957230e+00
-3.222382292151451111e-01;3.353611534833908081e+01;4.487616532295942307e+01;2.906025800853967667e+01;1.638324876874685287e+01;-1.059668430685997009e+01;-5.599016103893518448e+00;-3.232633363455533981e+00
-7.803972400724887848e-01;2.643500477075576782e+01;3.964069044589996338e+01;2.801684028282761574e+01;8.761408455669879913e+00;-1.764567617699503899e+01;-1.098239435628056526e+01;-3.326721567660570145e+00
-5.109043143689632416e+00;3.319762555882334709e+01;3.667424167692661285e+01;2.683851268887519836e+01;1.463788620382547379e+01;1.455215518921613693e+01;1.406010692194104195e+01;-5.924675717949867249e+00
-3.963526017963886261e+00;3.161748647317290306e+01;2.451168689876794815e+01;1.900710676237940788e+01;1.509435667842626572e+01;3.135004876181483269e+01;2.351422789692878723e+01;-2.201203659176826477e+00
5.600502602756023407e-01;2.731427466496825218e+01;1.193858103454113007e+01;9.729527045041322708e+00;1.214438134431838989e+01;3.120618333667516708e+01;1.236069219559431076e+01;2.841122500598430634e+00
2.413243476301431656e+00;2.665962688997387886e+01;2.618316069245338440e+00;1.416520290076732635e+00;1.410762562602758408e+01;3.395762449130415916e+01;1.394633024930953979e+00;4.501955989748239517e+00
2.250402472913265228e+00;2.691553006321191788e+01;-7.071111701428890228e+00;-7.154504980891942978e+00;9.625240892171859741e+00;3.043631533905863762e+01;-1.211058285459876060e+01;3.260914441198110580e+00
-1.550947815179824829e+00;3.759742278233170509e+01;-1.695704892277717590e+00;-2.379190254956483841e+00;1.577902005612850189e+01;4.457594556733965874e+01;8.540719114243984222e-01;1.619728840887546539e-01
8.115438818931579590e-01;3.918273951485753059e+01;-6.141902357339859009e-01;5.768078267574310303e-01;1.523754682391881943e+01;4.647126914188265800e+01;7.818989809602499008e+00;1.939166512340307236e+00
2.600982535630464554e+00;4.175684033334255219e+01;-4.315170690417289734e+00;-1.869640957564115524e+00;1.422100246697664261e+01;6.131611838936805725e+01;1.907899065688252449e+01;2.985070113092660904e+00
-8.472900167107582092e-01;4.647370762005448341e+01;-7.027953296899795532e+00;-5.067405343055725098e+00;1.872878462076187134e+01;8.210955831408500671e+01;3.335667436569929123e+01;5.548508130013942719e-01
-6.786637082695960999e-01;4.172197899222373962e+01;-1.420716152340173721e+01;-1.345592404156923294e+01;1.189203786849975586e+01;6.828943899273872375e+01;1.565486636385321617e+01;-1.503659181296825409e+00
1.280315984040498734e+00;4.168389651551842690e+01;-1.487920153886079788e+01;-1.708286932110786438e+01;1.310466383397579193e+01;6.014647971838712692e+01;5.019174307584762573e+00;-1.979185283184051514e+00
4.247429568320512772e+00;4.033582798764109612e+01;-1.423078635334968567e+01;-1.674005383253097534e+01;1.106731875985860825e+01;4.416588126495480537e+01;-4.013394922018051147e+00;-6.325271464884281158e-01
-4.138156697154045105e-01;4.629502748697996140e+01;-2.384395539760589600e+00;-5.743945885449647903e+00;1.159411833435297012e+01;3.363811325654387474e+01;-1.543375775218009949e+00;-4.880413375794887543e+00
-5.015858981758356094e+00;4.797187518700957298e+01;7.911160238087177277e+00;6.127123799175024033e+00;1.737417542934417725e+01;2.266984224691987038e+01;-4.231563992798328400e-01;-8.021970450878143311e+00
3.443678576499223709e+00;3.604682675376534462e+01;-1.671693459153175354e+00;1.228494334965944290e+00;1.064303071051836014e+01;-5.817021131515502930e+00;-2.819572060927748680e+01;-2.489425737410783768e+00
7.744840417057275772e+00;4.038100921362638474e+01;-4.030463494360446930e+00;-1.703035786747932434e+00;1.594082860648632050e+01;1.827407330274581909e+00;-2.806298937648534775e+01;5.622542276978492737e-01
5.701718389987945557e+00;4.823806854337453842e+01;-1.047309264540672302e+00;-3.686526790261268616e-02;2.151647313684225082e+01;8.211512580513954163e+00;-2.281069763004779816e+01;-3.471196554601192474e-01
3.367969870567321777e+00;5.530361403152346611e+01;2.894427970051765442e+00;2.516681931912899017e+00;2.598867544531822205e+01;1.045864696800708771e+01;-2.309104045107960701e+01;-2.287810511887073517e+00
3.245294578373432159e-01;6.368570454418659210e+01;7.272199243307113647e+00;5.587528992444276810e+00;3.628644489496946335e+01;2.133286540582776070e+01;-1.451727035641670227e+01;-5.328010663390159607e+00
-3.284910164773464203e+00;6.402761458978056908e+01;1.124998266994953156e+01;9.818942863494157791e+00;3.681597528606653214e+01;1.151350987330079079e+01;-1.789646992832422256e+01;-9.496389623731374741e+00
-8.215446442365646362e+00;5.907636008039116859e+01;2.399620579183101654e+01;2.154450893029570580e+01;3.857758218795061111e+01;-1.302569523453712463e+00;-1.552729503065347672e+01;-1.189528828114271164e+01
